id,name,is_bot,roles
1015996070393827369,Đinh Ái Vân,False,"(1097364307550949521, 957854915194126339, 957854915210915870, 957854915194126336)"
1060752309782581410,Vu Doan,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
988941269520773241,TrangNguyen,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1005824405110263878,HoangHaiVu,False,"(1018872874217508924, 957854915194126336)"
959675157570535484,An Luong,False,"(957854915194126339, 957854915194126336)"
1010080554923860009,Hangle,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
560691771487682560,sonhi310,False,"(957854915194126339, 957854915194126336)"
1087337198942162965,MinhHien,False,"(957854915194126339, 957854915194126336)"
395037764888035349,indomie_noodle,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
913115401150402591,Hang Pham,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1130465692190257204,atng,False,"(957854915194126339, 957854915194126336)"
911563914590945291,,False,"(957854915227697163, 957854915194126336)"
1162363748951015466,Quốc Thịnh - DS,False,"(957854915194126339, 957854915194126336)"
136231147389583360,Bao Pham,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
887717968442708010,joyph,False,"(957854915194126339, 957854915194126336)"
580785783787618306,Haji,False,"(1087359176323383368, 957854915194126339, 957854915194126336)"
499103399468335105,Nikita Chan,False,"(957854915194126339, 957854915194126336)"
760862982140985386,Alex H,False,"(957854915194126339, 957854915194126336)"
862954754728788000,Nguyễn Trang,False,"(957854915194126339, 957854915194126336)"
1145755897226862602,ZhongRuan,False,"(957854915194126339, 957854915194126336)"
866581020904128542,Kelvin Mai ( Mai Thai Tung),False,"(1097364307550949521, 957854915194126339, 957854915194126336)"
1182702193409790075,Thục Hiền CoderSchool,False,"(957854915194126339, 957854915194126336)"
361403477232058389,HanNguyen,False,"(957854915194126339, 957854915194126336)"
1129964732099596299,QuynhDoan,False,"(957854915194126339, 957854915194126336)"
1003854240877400085,Xuân Thảo_DS,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1091319292810760252,Phuc Nguyen,False,"(957854915194126339, 957854915194126336)"
1018876392148045924,GiangTranKT,False,"(1018872874217508924, 957854915194126336)"
712134849330151506,Hieu Pham,False,"(957854915210915872, 957854915210915873, 957854915194126338, 957854915210915874, 957854915210915878, 957854915210915870, 957854915210915871, 957854915194126336)"
1192680695949177006,phung1807,False,"(957854915194126339, 957854915194126336)"
906194703857364992,Hòa Nguyễn,False,"(957854915194126339, 957854915194126336)"
626460324094279694,Lynn,False,"(957854915194126339, 957854915194126336)"
1127140277996494910,Nhung Le,False,"(957854915194126339, 957854915194126336)"
914383980898439168,Hà,False,"(957854915194126339, 957854915194126336)"
449455036117024778,To_Rin_H,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
766299990443425843,Truong,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1034059018206978089,thanh.th,False,"(957854915194126339, 957854915194126336)"
454879593728311296,HiuNguyen,False,"(957854915194126339, 957854915194126336)"
856177488635625473,Vy - DS,False,"(957854915194126339, 957854915194126336)"
873957176144715857,beppiy,False,"(957854915194126339, 957854915194126336)"
1150493087525785680,Long DS,False,"(957854915194126339, 957854915194126336)"
838711193790447637,DoiGia - The Almighty Bat,False,"(957854915194126339, 957854915227697163, 957854915194126336)"
1219935553357611052,Ái Khanh,False,"(957854915194126339, 957854915194126336)"
1174622050078441559,Đoan Trang,False,"(957854915194126339, 957854915194126336)"
1129781597445554186,Minnie,False,"(1126099899696562296, 957854915194126339, 957854915194126336)"
989027040848150538,vongocminhanh,False,"(957854915194126339, 957854915194126336)"
1119922625376944270,The Anh Dao,False,"(957854915194126339, 957854915194126336)"
957637255281917972,Linh Vuu,False,"(957854915227697163, 1018872874217508924, 957854915210915870, 957854915194126336)"
861835411973734420,Đăng Khoa,False,"(957854915227697163, 957854915210915870, 957854915194126336)"
1092299966929719447,Nhi Do,False,"(957854915194126337, 957854915227697162, 957854915194126336)"
916985528056946688,uwansum?,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
239790547940802560,Trịnh Phước Thành,False,"(957854915194126339, 957854915194126336)"
1199179618016575531,NghiNghi,False,"(957854915194126339, 957854915194126336)"
446539903711444992,QTheRealest,False,"(1097364307550949521, 957854915194126339, 957854915194126336)"
874694315266412584,chuxinh1302,False,"(957854915194126339, 957854915194126336)"
1048522093039456256,Thanh Ngoc - DS,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1091998511060488303,Nhung Nguyen,False,"(957854915194126339, 1092437472253857852, 1194665960376901773, 957854915194126336)"
1052895830983573524,Phượng DS,False,"(957854915194126339, 957854915194126336)"
686034389167374586,Ha Chi Le,False,"(957854915194126339, 957854915194126336)"
748386455004381214,Minh Do - DS,False,"(957854915194126339, 957854915194126336)"
240277779415957504,Eat Moar Rice,False,"(957854915194126338, 957854915227697163, 973873460411506719, 957854915194126336)"
415363838763073537,𝔏𝔬𝔳𝔢𝔩𝔶𝔏𝔬𝔫𝔤𝔏𝔬𝔫𝔤,False,"(957854915194126339, 957854915194126336)"
971410645406842920,,False,"(957854915227697162, 957854915227697163, 957854915194126336)"
1165858931143356470,Hai Au,False,"(957854915194126337, 957854915194126339, 957854915194126336)"
693154147834265610,Thong Vo,False,"(957854915227697163, 957854915194126336)"
1174931092424372335,LichMon,False,"(957854915194126339, 957854915194126336)"
581120350415224852,Ngọc Minh😇🐱,False,"(957854915194126339, 957854915194126336)"
1044250385591832606,,False,"(1087359176323383368, 957854915194126339, 957854915210915870, 957854915194126336)"
1223121612363137078,Le Doan Khanh,False,"(957854915194126339, 957854915194126336)"
965621546016182302,Lap Trinh,False,"(957854915194126339, 957854915194126336)"
1201575653783392336,hihihahahehekheckhec,False,"(957854915194126339, 957854915194126336)"
973524815065534514,Son Dang,False,"(957854915210915872, 957854915227697163, 957854915210915870, 957854915210915871, 957854915194126336)"
1133688632574746666,Tu Nguyen,False,"(957854915194126339, 957854915194126336)"
601814445886406726,huidong,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1163395738164793465,Mia Nguyen,False,"(957854915194126339, 957854915194126336)"
1110591675283284122,Bách,False,"(957854915194126339, 957854915194126336)"
1105118725889347666,Oliver Trần,False,"(957854915194126339, 957854915194126336)"
866661643487543326,,False,"(957854915194126339, 957854915194126336)"
1007553027735035925,linhvien,False,"(957854915227697163, 1018872874217508924, 957854915194126336)"
1119272234918355034,penguin,False,"(957854915194126339, 957854915194126336)"
409592123134836746,GazTrab,False,"(957854915194126339, 957854915194126336)"
918389681304010752,Hoàng Khải,False,"(957854915194126339, 957854915194126336)"
1179992898108936284,HIENT,False,"(957854915194126339, 957854915194126336)"
1008731550248095895,An Dang,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1122889062466986085,mailananh0988,False,"(957854915194126339, 957854915194126336)"
1140564839291433021,Thuy Van,False,"(957854915194126339, 957854915194126336)"
772124084011663381,Diep Vu - DS,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
470510806166011905,TriCuongDinh(Tommy),False,"(957854915194126339, 957854915194126336)"
1224631646142070825,Linh Bui,False,"(957854915194126339, 957854915194126336)"
1210445270542721096,Minhhkhoaa172,False,"(957854915194126339, 957854915194126336)"
1030444233183740024,NguyenBui,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1095608739962302505,HUONG LY NGUYEN,False,"(957854915194126339, 957854915194126336)"
505287372360122390,Khoa - DAE,False,"(957854915194126339, 957854915194126336)"
1170046046659948614,Tờ Rúc,False,"(957854915194126339, 957854915194126336)"
1221283648326598711,Louci,False,"(957854915194126339, 957854915194126336)"
1086217672833896488,Gia Khoa,False,"(957854915194126339, 957854915194126336)"
1017301326629187594,Xuanbui,False,"(1018872874217508924, 957854915194126336)"
828640685409173544,HaMinh,False,"(957854915194126339, 957854915194126336)"
1072839410074255462,,False,"(957854915194126339, 957854915194126336)"
1104080229330321579,hazelle,False,"(957854915194126339, 957854915194126336)"
618509872543039507,xiaoming,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
865069751884972053,DavidH,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1193145021046726708,vo thanh quang,False,"(957854915194126339, 957854915194126336)"
1142741242355122208,DevilMadness,False,"(957854915194126339, 957854915194126336)"
815427758879408148,♥ ᴘᴇᴀʀʟ ♥,False,"(957854915227697162, 957854915194126339, 1194665960376901773, 957854915194126336)"
951760212996538378,Kai Doan,False,"(957854915194126339, 957854915194126336)"
1156521240878653450,Son Vu,False,"(957854915194126339, 957854915227697163, 957854915194126336)"
1071088446015275068,Nguyen Thinh,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
382327589680840755,,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1197747551139537001,vee,False,"(957854915194126339, 957854915194126336)"
1140165392682205225,Lê Thuận Mỹ_DS,False,"(957854915194126339, 957854915194126336)"
929288491395842068,Ori_Chocopie,False,"(957854915194126339, 957854915194126336)"
848024466948096000,Thien_DS,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1071959216933326938,quangtran2601,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1111610137329811467,Tien Hoang,False,"(957854915194126339, 957854915194126336)"
893790516553076776,Quynh Anh Le Nguyen,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
748543712832782377,Manh Nguyen,False,"(957854915227697163, 957854915210915870, 957854915194126336)"
291461097335291904,Lukewarm,False,"(973873459945959424, 957854915227697163, 957854915210915871, 957854915210915870, 973873460411506719, 957854915194126336)"
1129428329607479378,Mia Do,False,"(957854915194126339, 957854915194126336)"
814116669109960714,Dat nguyen,False,"(957854915194126339, 957854915194126336)"
1179347058205925444,TRINH TRUONG,False,"(957854915194126339, 957854915194126336)"
211485930073227264,shibaaa,False,"(957854915227697162, 957854915194126336)"
1192848609817939993,Ngọc Hiển,False,"(957854915194126339, 957854915194126336)"
1116011611975598142,Rin,False,"(957854915194126339, 957854915194126336)"
1088406714581274717,DuongNguyen,False,"(957854915194126339, 957854915194126336)"
276993111580999680,Hạc,False,"(957854915227697163, 957854915194126336)"
808689252070195241,Dzung,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
886865933329653770,Quyen Ng,False,"(957854915227697163, 957854915210915870, 957854915194126336)"
1174648316231946284,Thảo,False,"(957854915194126339, 957854915194126336)"
896250654501240882,Tuyền,False,"(957854915194126339, 957854915194126336)"
844445951762235412,An Vày,False,"(957854915194126339, 957854915194126336)"
1154704725745340476,Huong Ly - DAE,False,"(957854915194126339, 957854915194126336)"
523383779977461761,Thái Ngọc Rạng,False,"(957854915194126339, 957854915194126336)"
1219933898973380642,Ngantranne,False,"(957854915194126339, 957854915194126336)"
750017227884986419,VuongNguyen_DS,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
806300948242628627,Quincy,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
1142753858108543007,Quynh Lam,False,"(957854915194126339, 957854915194126336)"
1192684702428049499,Phung,False,"(957854915194126339, 957854915194126336)"
948744314840829972,An - DS,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
855442239353913354,Công Hội Phan,False,"(957854915227697163, 957854915210915870, 957854915210915871, 957854915194126336)"
806908852699922464,Ori_Chocopie,False,"(957854915194126339, 957854915194126336)"
712218732717408286,Nguyen Ngoc Hoang,False,"(957854915194126339, 957854915194126336)"
427426698032709633,thienan1612,False,"(957854915227697163, 957854915194126336)"
1153889881093853225,Bui Tan Phuong,False,"(957854915227697162, 957854915194126336)"
959318132391034931,BichNguyen,False,"(957854915194126339, 957854915194126336)"
484462675758284820,Nguyen The Huynh Ngan,False,"(957854915194126339, 957854915194126336)"
992621827308408832,Hieu Phan,False,"(957854915194126339, 957854915210915870, 957854915194126336)"
973855924185890846,beginner_henry,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1015259044409249895,DS_HoangKieu,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
706710703834398751,tata,False,"(957854915227697163, 1018872874217508924, 957854915210915870, 957854915194126336)"
757903841747271690,thao89,False,"(957854915194126339, 957854915194126336)"
898482024426381322,,False,"(957854915227697162, 957854915194126336)"
1185023478320087176,Luong Viet Ha,False,"(957854915194126339, 957854915194126336)"
983323496685920336,Thư-ph,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
786890250009837598,NgocPhu,False,"(957854915227697163, 957854915210915870, 957854915194126336)"
959334560498323506,Duy Dang_DS,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
1214150809198272546,Mỹ Quân,False,"(957854915194126339, 957854915194126336)"
1135103235032613025,Phi,False,"(957854915227697163, 957854915194126336)"
753879462185140294,Khoa Phùng,False,"(957854915194126339, 957854915194126336)"
959359826712997898,,False,"(957854915194126339, 957854915210915870, 957854915210915871, 957854915194126336)"
949502763979636777,Phương Anh,False,"(957854915194126339, 957854915194126336)"
998437220572725309,minhdao,False,"(957854915194126339, 957854915194126336)"
885411040647602236,HarrySon,False,"(973873459945959424, 957854915210915875, 957854915210915877, 957854915227697162, 1194665960376901773, 1126099899696562296, 957854915194126336)"
929212781083901972,t_perhaps,False,"(957854915194126339, 957854915194126336)"
887967715057365012,,False,"(957854915194126339, 957854915194126336)"
1125418784837079060,Thu Hương - DS,False,"(957854915194126339, 957854915194126336)"
1170324840436215839,Duy,False,"(957854915194126339, 957854915194126336)"
852201838061027399,✨Thao✨,False,"(957854915194126339, 957854915194126336)"
361876066408726528,Hayata,False,"(957854915194126339, 957854915194126336)"
997513038238318712,My Dung Hoang,False,"(957854915194126339, 957854915194126336)"
275229805111148545,cún khủng long,False,"(957854915194126339, 957854915194126336)"
1192665537357037619,Jeanie,False,"(957854915194126339, 957854915194126336)"
