id,name
1081065846350286868,M1.1
1225384860848357420,M1.2
1225384878216970260,M2.1
1225384983120842772,M3.1
1225384996529766493,M3.2
1081065881943146537,M4
1234771677976592384,Platform
1231820974555529286,Python
1231821093279367210,SQL
1231818937998512128,Pandas
1231818979971039272,Seaborn
1231819328559517726,Data visualization
1081065893041295371,Machine learning
1234148004831957083,Power BI
1081140560334700635,Final
